path	hard_hits	soft_hits	categories	claim_id	audit_status	effective_status	claim_type	bucket
docs/AXIOM_FIRST_LATTICE_NOETHER_ONSITE_INTERNAL_NARROW_THEOREM_NOTE_2026-06-05.md	1	2	lattice-quantum-record:1,superseded-memo-cite:2	axiom_first_lattice_noether_onsite_internal_narrow_theorem_note_2026-06-05	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_LATTICE_NOETHER_THEOREM_NOTE_2026-04-29.md	0	16	superseded-memo-cite:16	axiom_first_lattice_noether_theorem_note_2026-04-29	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_LATTICE_WZ_FUJIKAWA_NARROW_THEOREM_NOTE_2026-05-26.md	0	2	superseded-memo-cite:2	axiom_first_lattice_wz_fujikawa_narrow_theorem_note_2026-05-26	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_MICROCAUSALITY_LIEB_ROBINSON_THEOREM_NOTE_2026-05-01.md	0	5	quantum-axiom-name:3,superseded-memo-cite:2	axiom_first_microcausality_lieb_robinson_theorem_note_2026-05-01	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_REEH_SCHLIEDER_THEOREM_NOTE_2026-05-01.md	0	3	quantum-axiom-name:1,superseded-memo-cite:2	axiom_first_reeh_schlieder_theorem_note_2026-05-01	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_REFLECTION_POSITIVITY_WILSON_TEMPORAL_GAUGE_BRIDGE_NARROW_THEOREM_NOTE_2026-06-05.md	1	1	lattice-quantum-record:1,superseded-memo-cite:1	axiom_first_reflection_positivity_wilson_temporal_gauge_bridge_narrow_theorem_note_2026-06-05	unaudited	unaudited	bounded_theorem	gauge-theta
docs/AXIOM_FIRST_RP_TWO_STEP_TRANSFER_MATRIX_POSITIVITY_NOTE_2026-05-28.md	2	2	lattice-quantum-record:2,superseded-memo-cite:2	axiom_first_rp_two_step_transfer_matrix_positivity_note_2026-05-28	audited_clean	retained_bounded	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_SINGLE_CLOCK_CODIMENSION1_EVOLUTION_THEOREM_NOTE_2026-05-03.md	1	4	lattice-quantum-record:1,superseded-memo-cite:4	axiom_first_single_clock_codimension1_evolution_theorem_note_2026-05-03	unaudited	unaudited	bounded_theorem	gravity-records
docs/AXIOM_FIRST_SPECTRUM_CONDITION_BLOCKED_TIME_NORMALIZATION_BRIDGE_NARROW_THEOREM_NOTE_2026-06-05.md	1	1	lattice-quantum-record:1,superseded-memo-cite:1	axiom_first_spectrum_condition_blocked_time_normalization_bridge_narrow_theorem_note_2026-06-05	audited_conditional	audited_conditional	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_SPECTRUM_CONDITION_THEOREM_NOTE_2026-04-29.md	0	1	superseded-memo-cite:1	axiom_first_spectrum_condition_theorem_note_2026-04-29	unaudited	unaudited	positive_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_SPIN_STATISTICS_THEOREM_NOTE_2026-04-29.md	0	12	quantum-axiom-name:6,superseded-memo-cite:6	axiom_first_spin_statistics_theorem_note_2026-04-29	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_STEFAN_BOLTZMANN_NOTE_2026-05-17.md	0	1	superseded-memo-cite:1	axiom_first_stefan_boltzmann_note_2026-05-17	unaudited	meta	meta	foundations-record-dynamics
docs/AXIOM_FIRST_STEFAN_BOLTZMANN_THEOREM_NOTE_2026-05-01.md	0	3	superseded-memo-cite:3	axiom_first_stefan_boltzmann_theorem_note_2026-05-01	unaudited	unaudited	positive_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_UNRUH_TEMPERATURE_THEOREM_NOTE_2026-05-01.md	0	2	superseded-memo-cite:2	axiom_first_unruh_temperature_theorem_note_2026-05-01	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_FIRST_Z_N_EQUIVARIANT_SPECTRAL_ASYMMETRY_NARROW_THEOREM_NOTE_2026-05-26.md	0	2	superseded-memo-cite:2	axiom_first_z_n_equivariant_spectral_asymmetry_narrow_theorem_note_2026-05-26	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/AXIOM_RECONCILIATION_INDEX_2026-07-12.md	2	1	durable-registration:1,lattice-quantum-record:1,three-axiom-baseline:1					excluded-historical
docs/AXIOM_STACK_MINIMALITY_CL4C_NO_GO_THEOREM_NOTE_2026-04-29.md	0	5	superseded-memo-cite:5	axiom_stack_minimality_cl4c_no_go_theorem_note_2026-04-29	unaudited	unaudited	positive_theorem	foundations-record-dynamics
docs/BAE_MAX_ENTROPY_RETAINED_BOUNDED_OBSTRUCTION_NOTE_2026-05-10_baemaxent.md	0	6	superseded-memo-cite:6	bae_max_entropy_retained_bounded_obstruction_note_2026-05-10_baemaxent	unaudited	unaudited	bounded_theorem	misc
docs/BH_QUARTER_WALD_NEWTON_COEFFICIENT_NARROW_THEOREM_NOTE_2026-05-10.md	0	1	superseded-memo-cite:1	bh_quarter_wald_newton_coefficient_narrow_theorem_note_2026-05-10	audited_clean	retained	positive_theorem	foundations-record-dynamics
docs/BINOM_D_2_EQUALS_TWICE_DMINUS1_FORCES_D_FOUR_NARROW_THEOREM_NOTE_2026-05-26.md	0	1	superseded-memo-cite:1	binom_d_2_equals_twice_dminus1_forces_d_four_narrow_theorem_note_2026-05-26	audited_clean	retained	positive_theorem	foundations-record-dynamics
docs/BLOCK_SPIN_CP_COMPRESSION_COLOR_REEMERGENCE_NARROW_NO_GO_NOTE_2026-06-08.md	0	3	quantum-axiom-name:3	block_spin_cp_compression_color_reemergence_narrow_no_go_note_2026-06-08	unaudited	unaudited	no_go	gauge-theta
docs/BRANNEN_AMPLITUDE_EQUIPARTITION_BAE_RENAME_META_NOTE_2026-05-09.md	0	1	superseded-memo-cite:1	brannen_amplitude_equipartition_bae_rename_meta_note_2026-05-09	unaudited	meta	meta	misc
docs/BRIDGE_GAP_HK_TIME_DERIVATION_NOTE_2026-05-06.md	0	1	superseded-memo-cite:1	bridge_gap_hk_time_derivation_note_2026-05-06	unaudited	unaudited	bounded_theorem	misc
docs/BRIDGE_LANES_PROMOTION_PROPOSAL_NOTE_2026-05-10_lanes.md	0	5	superseded-memo-cite:5	bridge_lanes_promotion_proposal_note_2026-05-10_lanes	unaudited	meta	meta	misc
docs/BUSCH_POVM_EFFECT_GLEASON_QUBIT_AUTHORITY_BRIDGE_NARROW_THEOREM_NOTE_2026-06-05.md	0	9	quantum-axiom-name:5,superseded-memo-cite:4	busch_povm_effect_gleason_qubit_authority_bridge_narrow_theorem_note_2026-06-05	audited_clean	retained_bounded	bounded_theorem	probability-born
docs/BUSCH_POVM_EXTENSION_DEPS_CHANGED_HYGIENE_COMPANION_NOTE_2026-06-04.md	0	17	quantum-axiom-name:5,superseded-memo-cite:12	busch_povm_extension_deps_changed_hygiene_companion_note_2026-06-04	unaudited	meta	meta	misc
docs/BUSCH_POVM_EXTENSION_ON_QUBIT_LATTICE_NARROW_THEOREM_NOTE_2026-05-20.md	0	4	superseded-memo-cite:4	busch_povm_extension_on_qubit_lattice_narrow_theorem_note_2026-05-20	unaudited	unaudited	positive_theorem	foundations-record-dynamics
docs/BZ_VOLUME_TWO_PI_CUBED_SUBSTRATE_INTERNAL_NARROW_THEOREM_NOTE_2026-05-26.md	0	2	superseded-memo-cite:2	bz_volume_two_pi_cubed_substrate_internal_narrow_theorem_note_2026-05-26	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/B_INDEPENDENCE_MECHANISM_NOTE.md	0	2	superseded-memo-cite:2	b_independence_mechanism_note	unaudited	unaudited	bounded_theorem	misc
docs/C3_SYMMETRY_PRESERVED_INTERPRETATION_NOTE_2026-05-08.md	0	1	superseded-memo-cite:1	c3_symmetry_preserved_interpretation_note_2026-05-08	unaudited	meta	meta	misc
docs/C3_SYMMETRY_PRESERVED_INTERPRETATION_NOTE_2026-05-17.md	0	1	superseded-memo-cite:1	c3_symmetry_preserved_interpretation_note_2026-05-17	unaudited	meta	meta	misc
docs/CAMPAIGN_CONSISTENCY_SURVEY_NOTE_2026-05-10_meta.md	0	8	superseded-memo-cite:8	campaign_consistency_survey_note_2026-05-10_meta	unaudited	meta	meta	misc
docs/CAR_FROM_POSITIVITY_NEUTRALITY_NOTE_2026-06-02.md	0	2	superseded-memo-cite:2	car_from_positivity_neutrality_note_2026-06-02	audited_clean	retained_no_go	no_go	misc
docs/CHARGED_LEPTON_KOIDE_TWO_GATE_TIER_A_BOUNDED_THEOREM_NOTE_2026-06-02.md	0	2	superseded-memo-cite:2	charged_lepton_koide_two_gate_tier_a_bounded_theorem_note_2026-06-02	unaudited	unaudited	bounded_theorem	flavor-koide
docs/CHARGED_LEPTON_LANE6_THEOREM_PLAN_NOTE_2026-04-28.md	0	2	superseded-memo-cite:2	charged_lepton_lane6_theorem_plan_note_2026-04-28	unaudited	meta	meta	flavor-koide
docs/CHARGED_LEPTON_Y_TAU_WARD_COMBINED_NO_GO_NOTE_2026-05-10.md	0	1	superseded-memo-cite:1	charged_lepton_y_tau_ward_combined_no_go_note_2026-05-10	unaudited	unaudited	no_go	flavor-koide
docs/CHARGED_LEPTON_Y_TAU_WARD_IDENTITY_SU2_ANCHOR_NOTE_2026-04-28.md	0	3	superseded-memo-cite:3	charged_lepton_y_tau_ward_identity_su2_anchor_note_2026-04-28	unaudited	unaudited	open_gate	flavor-koide
docs/CHARGED_LEPTON_Y_TAU_WARD_IDENTITY_U1_ANCHOR_NOTE_2026-04-28.md	0	1	superseded-memo-cite:1	charged_lepton_y_tau_ward_identity_u1_anchor_note_2026-04-28	unaudited	unaudited	open_gate	flavor-koide
docs/CHARGED_LEPTON_Y_TAU_WARD_STRUCTURAL_ANCHOR_REQUIREMENTS_POSITIVE_THEOREM_NOTE_2026-05-17.md	0	2	superseded-memo-cite:2	charged_lepton_y_tau_ward_structural_anchor_requirements_positive_theorem_note_2026-05-17	unaudited	unaudited	positive_theorem	flavor-koide
docs/CHERN_CHARACTER_K2_TOP_FORM_FORCES_D_FOUR_NARROW_THEOREM_NOTE_2026-05-26.md	0	3	superseded-memo-cite:3	chern_character_k2_top_form_forces_d_four_narrow_theorem_note_2026-05-26	audited_clean	retained	positive_theorem	gauge-theta
docs/CHIRAL_CONTENT_IS_THE_EPSILON_D_CHIRALITY_IMPORT_DISTINCT_FROM_ORIENTATION_NARROW_THEOREM_NOTE_2026-06-08.md	0	2	superseded-memo-cite:2	chiral_content_is_the_epsilon_d_chirality_import_distinct_from_orientation_narrow_theorem_note_2026-06-08	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/CHSH_TSIRELSON_LATTICE_QUBITS_BOUND_NOTE_2026-05-20.md	0	6	quantum-axiom-name:2,superseded-memo-cite:4	chsh_tsirelson_lattice_qubits_bound_note_2026-05-20	unaudited	unaudited	bounded_theorem	misc
docs/CKM_A_SQUARED_BELOW_W2_Y_QUANTUM_CLOSURE_THEOREM_NOTE_2026-04-25.md	0	6	superseded-memo-cite:6	ckm_a_squared_below_w2_y_quantum_closure_theorem_note_2026-04-25	unaudited	unaudited	positive_theorem	flavor-koide
docs/CKM_CP_PHASE_ARCTAN_SQRT5_BRIDGE_REDUCTION_OPEN_GATE_NOTE_2026-06-08.md	0	2	superseded-memo-cite:2	ckm_cp_phase_arctan_sqrt5_bridge_reduction_open_gate_note_2026-06-08	unaudited	unaudited	open_gate	flavor-koide
docs/CKM_EW_LATTICE_A4_BRIDGE_RETAINED_IDENTITY_NOTE_2026-04-25.md	0	2	superseded-memo-cite:2	ckm_ew_lattice_a4_bridge_retained_identity_note_2026-04-25	unaudited	unaudited	positive_theorem	flavor-koide
docs/CKM_KOIDE_CROSS_SECTOR_Z3_CLOSURE_THEOREM_NOTE_2026-04-25.md	0	5	superseded-memo-cite:5	ckm_koide_cross_sector_z3_closure_theorem_note_2026-04-25	unaudited	unaudited	positive_theorem	flavor-koide
docs/CKM_MODULI_ONLY_UNITARITY_JARLSKOG_AREA_CERTIFICATE_THEOREM_NOTE_2026-04-26.md	0	1	superseded-memo-cite:1	ckm_moduli_only_unitarity_jarlskog_area_certificate_theorem_note_2026-04-26	unaudited	unaudited	bounded_theorem	flavor-koide
docs/CL31_M4R_DIMENSION_SIXTEEN_NARROW_THEOREM_NOTE_2026-05-26.md	0	2	superseded-memo-cite:2	cl31_m4r_dimension_sixteen_narrow_theorem_note_2026-05-26	audited_clean	retained	positive_theorem	foundations-record-dynamics
docs/CL3_COMPLEXIFICATION_SPLIT_NARROW_THEOREM_NOTE_2026-05-10.md	0	1	superseded-memo-cite:1	cl3_complexification_split_narrow_theorem_note_2026-05-10	audited_clean	retained	positive_theorem	foundations-record-dynamics
docs/CL3_FRAME_FREE_AMBIENT_CHIRAL_GRADING_NO_GO_NOTE_2026-06-02.md	0	4	quantum-axiom-name:2,superseded-memo-cite:2	cl3_frame_free_ambient_chiral_grading_no_go_note_2026-06-02	unaudited	unaudited	no_go	misc
docs/CL3_NORMALIZATION_I3_ACCEPTED_PREMISE_BRIDGE_BOUNDED_NOTE_2026-05-27.md	0	1	superseded-memo-cite:1	cl3_normalization_i3_accepted_premise_bridge_bounded_note_2026-05-27	unaudited	unaudited	bounded_theorem	misc
docs/CL3_SM_EMBEDDING_MASTER_NOTE.md	0	5	superseded-memo-cite:5	cl3_sm_embedding_master_note	unaudited	unaudited	positive_theorem	misc
docs/CL3_SM_EMBEDDING_THEOREM.md	0	2	superseded-memo-cite:2	cl3_sm_embedding_theorem	unaudited	unaudited	positive_theorem	misc
docs/CL3_TASTE_GENERATION_THEOREM.md	0	4	superseded-memo-cite:4	cl3_taste_generation_theorem	unaudited	unaudited	bounded_theorem	matter-kinetic
docs/CL3_TO_CL31_SPINOR_EXTENSION_NARROW_THEOREM_NOTE_2026-05-27.md	0	4	superseded-memo-cite:4	cl3_to_cl31_spinor_extension_narrow_theorem_note_2026-05-27	audit_in_progress	audit_in_progress	positive_theorem	foundations-record-dynamics
docs/CLAUDE_COMPLEX_ACTION_GROWN_COMPANION_NOTE_2026-05-10.md	0	2	superseded-memo-cite:2	claude_complex_action_grown_companion_note_2026-05-10	unaudited	meta	meta	misc
docs/CLIFFORD_CHIRALITY_DIMENSION_NARROW_THEOREM_NOTE_2026-05-10.md	0	10	superseded-memo-cite:10	clifford_chirality_dimension_narrow_theorem_note_2026-05-10	audited_clean	retained	positive_theorem	foundations-record-dynamics
docs/CLOSURE_C_L1_PER_GRAPH_CASIMIR_NOTE_2026-05-10_cL1c.md	0	2	superseded-memo-cite:2	closure_c_l1_per_graph_casimir_note_2026-05-10_cl1c	unaudited	unaudited	bounded_theorem	misc
docs/CLOSURE_C_STAGGERED_DIRAC_GATE_NOTE_2026-05-10_cStaggered.md	0	2	superseded-memo-cite:2	closure_c_staggered_dirac_gate_note_2026-05-10_cstaggered	unaudited	unaudited	open_gate	matter-kinetic
docs/CLOSURE_T1_HF_96_CONNES_CONSTRUCTION_NOTE_2026-05-10_t1hf96.md	0	2	superseded-memo-cite:2	closure_t1_hf_96_connes_construction_note_2026-05-10_t1hf96	unaudited	unaudited	bounded_theorem	misc
docs/CLOSURE_T2_GNEWTON_REAUDIT_NOTE_2026-05-10_t2gnewton.md	0	2	superseded-memo-cite:2	closure_t2_gnewton_reaudit_note_2026-05-10_t2gnewton	unaudited	unaudited	open_gate	misc
docs/CLUSTER_DECOMPOSITION_DELTA_X_FINITE_LAMBDA_AXIS_PERMUTATION_NARROW_NOTE_2026-06-02.md	0	1	superseded-memo-cite:1	cluster_decomposition_delta_x_finite_lambda_axis_permutation_narrow_note_2026-06-02	audited_decoration	decoration_under_cluster_decomposition_delta_t_finite_lambda_operator_real_note_2026-05-19	decoration	foundations-record-dynamics
docs/CLUSTER_DECOMPOSITION_MASS_GAP_BRIDGE_THEOREM_NOTE_2026-05-09.md	0	2	superseded-memo-cite:2	cluster_decomposition_mass_gap_bridge_theorem_note_2026-05-09	audited_conditional	audited_conditional	bounded_theorem	matter-kinetic
docs/CLUSTER_DECOMPOSITION_PARENT_EQ8_REPAIR_NARROW_NOTE_2026-06-02.md	0	2	superseded-memo-cite:2	cluster_decomposition_parent_eq8_repair_narrow_note_2026-06-02	unaudited	unaudited	bounded_theorem	foundations-record-dynamics
docs/CLUSTER_DECOMPOSITION_SPATIAL_SLAB_BRIDGE_THEOREM_NOTE_2026-05-17.md	0	2	superseded-memo-cite:2	cluster_decomposition_spatial_slab_bridge_theorem_note_2026-05-17	audited_conditional	audited_conditional	bounded_theorem	misc
docs/COLOR_SU3_MATTER_REALIZATION_RESIDUAL_MAP_2026-06-05.md	0	2	superseded-memo-cite:2	color_su3_matter_realization_residual_map_2026-06-05	unaudited	meta	meta	gauge-theta
docs/COLOR_SU3_RESTRICTED_TRANSPORT_PROFILE_2026-06-05.md	1	0	three-framework-axioms:1	color_su3_restricted_transport_profile_2026-06-05	unaudited	unaudited	bounded_theorem	gauge-theta
docs/COLOR_SU3_SYMMETRIC_BASE_BRIDGE_FROM_RECORD_INVARIANCE_BOUNDED_NOTE_2026-06-05.md	1	3	lattice-quantum-record:1,quantum-axiom-name:1,superseded-memo-cite:2	color_su3_symmetric_base_bridge_from_record_invariance_bounded_note_2026-06-05	unaudited	unaudited	bounded_theorem	gauge-theta
